,url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
0,http://www.wikihow.com/Clear-Google-Search-History,50,15,0,2,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,6,4,3,3,5,7,7,7,5.666666667,5.0,6.0,0,0,0,0,0,0,193,0.932642487,0.067357513,0,0,0,0.076923077,0,0.076923077,0,1,80.0,0,85.71428571,14.28571429,0,0,0,90.0,0,0,0,0,1,0,1417,5887,184,0,0,6,legitimate
1,https://www.cmanextstep.com/wp-includes/css/flo/vfegt46e5hrgv.html,66,19,0,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.045454545,0.0,0,0,0,0,0,3,1,0,0,0,0,0,8,4,2,3,2,13,11,13,5.875,7.0,5.5,3,0,0,0,0,0,4,0.0,1.0,0,0,0,0.0,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,118,2074,4484551,0,1,2,phishing
2,https://fasteratexcel.com/excel-sort-shortcuts/,47,17,0,1,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,13,4,13,13,9,7.75,13.0,6.0,0,0,0,0,0,0,57,0.894736842,0.105263158,0,0,0,0.0,0,0.166666667,0,0,100.0,0,0.0,100.0,0,0,0,83.33333333,0,0,0,1,1,0,775,2146,1529081,0,0,2,legitimate
3,https://share.hsforms.com/1HWBy9E8zQ5CPqHe5EI6IGA3245i,54,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.185185185,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,5,5,28,28,7,28,13.33333333,6.0,28.0,0,0,0,0,0,2,5,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,56,2501,8469,0,0,2,phishing
4,http://abouthappybirthday.blogspot.com,38,31,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,8,8,0,18,18,0,13.0,13.0,0.0,0,1,0,0,0,0,112,0.0625,0.9375,0,3,0,0.6,0,0.123809524,0,1,0.0,0,0.0,100.0,0,0,0,17.39130435,0,0,0,1,0,0,372,7297,0,0,0,5,legitimate
5,http://www.thefreedictionary.com/MultiMediaCard,47,25,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,4,3,3,14,17,17,14,11.33333333,10.0,14.0,0,0,0,0,0,0,186,0.8494623659999999,0.150537634,0,0,0,0.0,0,0.035714286,0,1,61.53846154,0,100.0,0.0,0,0,0,51.72413793,0,0,0,1,1,0,2506,6259,683,0,0,6,legitimate
6,https://www.secureupdate.appleld.com.duilawyeryork.com/ap/5267735305177eb/?cmd=_update&dispatch=5267735305177eb06&locale=_US,124,46,1,5,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0.225806452,0.0,0,0,0,1,0,3,0,0,0,0,1,0,13,8,2,3,2,17,13,17,7.461538462,7.6,7.375,0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,14,4003,5828815,0,1,0,phishing
7,http://download.cnet.com/s/internet-ftp/windows/,48,17,0,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,1,1,0,1,0,6,0,1,4,1,8,8,8,5.166666667,6.0,4.75,0,1,0,0,0,0,147,0.414965986,0.585034014,0,1,0,0.093023256,0,0.0,0,1,12.5,0,0.0,100.0,0,0,0,38.0952381,0,0,0,0,1,0,224,9639,149,0,1,7,legitimate
8,http://support-appleld.com.secureupdate.duilawyeryork.com/ap/16a9581d3dd80c2?cmd=_update&dispatch=16a9581d3dd80c201&locale=_us,126,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.174603175,0.0,0,0,0,1,0,3,1,0,0,0,1,0,13,4,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3992,5697976,0,1,0,phishing
9,https://en.wikipedia.org/wiki/Mimosa_pudica,43,16,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,2,2,4,9,9,6,5.4,5.5,5.333333333,0,1,0,0,0,0,756,0.85978836,0.14021164,0,0,0,0.462264151,0,0.113207547,0,0,100.0,0,100.0,0.0,0,0,0,56.55737705,0,0,0,0,0,0,906,7129,12,0,0,7,legitimate
10,https://btcz.rocks/,19,10,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,4,0,4,4,0,4.0,4.0,0.0,0,0,0,0,0,0,114,0.754385965,0.245614035,0,1,0,0.107142857,0,0.107142857,0,1,55.55555556,0,100.0,0.0,0,0,0,50.0,0,0,0,1,1,0,113,-1,1239633,0,0,4,legitimate
11,http://entertainment.howstuffworks.com/how-to-play-bridge2.htm,62,31,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0161290319999999,0.0,0,0,0,0,0,3,0,0,0,0,1,0,7,1,2,13,2,13,13,7,6.428571429,13.0,3.8,0,0,0,0,0,0,153,0.8496732029999999,0.1503267969999999,0,0,0,0.130434783,0,0.086956522,0,0,89.36170213,0,35.71428571,64.28571429,0,0,0,40.0,0,0,0,0,0,0,353,8047,1577,0,0,5,legitimate
12,https://www.oz-verlag.de/,25,16,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,2,2,0,6,6,0,3.666666667,3.666666667,0.0,0,0,0,0,0,0,34,0.441176471,0.558823529,0,0,0,0.0,0,0.052631579,0,0,87.5,0,0.0,0.0,0,0,0,40.0,0,0,0,0,0,0,0,-1,8082898,0,0,3,legitimate
13,http://www.landscape-design-advisor.com/planning/virtual-design/virtual-sample-plans,84,32,0,2,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,10,4,3,3,5,9,9,8,6.4,6.25,6.5,0,0,0,0,0,0,16,0.5,0.5,0,0,0,0.25,0,0.0,0,1,42.85714286,0,0.0,0.0,0,0,0,40.0,0,0,0,1,1,0,358,4763,6179184,0,0,3,legitimate
14,http://rakuten.co.jp.z73sx3kfvu12ol97jastd32ksdyu2mu2ds.ga/,59,51,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.186440678,0.215686275,0,0,0,0,0,3,0,1,0,0,0,0,4,0,2,2,0,34,34,0,11.25,11.25,0.0,0,0,0,0,1,0,47,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,1,0,-1,0,0,1,0,phishing
15,http://www.wikiwand.com/en/Type_I_and_type_II_errors,52,16,0,2,0,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,9,5,1,3,1,8,8,6,3.666666667,5.5,3.142857143,0,0,0,0,0,0,55,0.854545455,0.145454545,0,0,0,0.375,0,0.125,0,1,81.81818182,0,100.0,0.0,0,0,0,72.22222222,0,0,0,0,1,0,167,2390,1634,0,0,6,legitimate
16,http://digitalphotography.exposed,33,26,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18,18,0,18,18,0,18.0,18.0,0.0,0,0,0,0,1,0,73,0.698630137,0.301369863,0,1,0,0.772727273,0,0.0,0,1,60.0,0,100.0,0.0,0,0,0,51.35135135,0,0,0,1,1,0,357,2200,2210290,0,0,3,legitimate
17,http://woolyss.com/tracking-speech-synthesis.php,48,11,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,3,3,7,3,9,7,9,6.6,7.0,6.5,0,0,0,0,0,0,271,0.7158671590000001,0.284132841,0,0,0,0.649350649,0,0.1558441559999999,0,0,100.0,0,100.0,0.0,0,0,0,7.228915662999999,0,0,0,0,0,0,176,3841,170987,0,0,3,legitimate
18,https://www.roller.com/,23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,436,0.98853211,0.01146789,0,0,0,0.2,0,0.0,0,0,77.77777778,0,100.0,0.0,0,0,0,57.14285714,0,0,0,0,0,0,206,7099,372945,0,0,2,legitimate
19,http://www.petitcitron.com/,27,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,157,0.923566879,0.0764331209999999,0,1,0,0.166666667,0,0.0,0,1,90.0,0,95.83333333,4.166666667,0,0,0,12.5,0,0,0,1,1,0,124,4624,343636,0,0,4,legitimate
20,http://www.nbc.com/nbc-nightly-news,35,11,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,1,0,0,1,0,5,3,3,3,3,7,3,7,4.0,3.0,4.666666667,0,0,0,0,0,0,109,0.71559633,0.28440367,0,0,0,0.193548387,0,0.548387097,0,1,70.27027027,0,0.0,0.0,0,0,0,0.0,0,0,0,0,1,0,325,8440,3175,0,0,7,legitimate
21,http://www.statricks.com/,25,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,37,0.540540541,0.459459459,0,1,0,0.058823529,0,0.0,0,1,40.0,0,0.0,100.0,0,0,0,92.30769231,0,0,0,1,1,0,163,3124,2239411,0,0,4,legitimate
22,http://elisashopping.gq/pay/error,33,16,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,13,3,13,13,5,7.0,13.0,4.0,0,0,0,0,0,0,23,0.0,1.0,0,0,0,0.043478261,0,0.043478261,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,1,0,-1,0,0,1,0,phishing
23,http://sof.edu.vn/sources/hjim/excelz/bizmail.php?email=nobody@mycraftmail.com,78,10,0,4,0,1,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,3,3,3,11,3,11,5.5,3.0,5.777777778,0,0,0,0,0,0,8,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,1,0,-1,3940522,0,1,1,phishing
24,https://magalu-crediarioluiza.com/Produto_20203/produto.php?sku=1962067,71,25,1,2,1,0,1,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.169014085,0.0,0,0,0,0,0,2,1,0,0,0,0,0,8,0,3,6,3,14,14,7,6.5,10.0,5.333333333,0,0,0,0,0,0,582,0.288659794,0.7113402059999999,0,5,0,0.1328502419999999,0,0.077294686,0,1,6.976744186,0,6.666666667,93.33333333,0,0,0,7.391304347999999,0,0,0,1,1,0,358,7,0,0,1,0,phishing
25,https://primemobile.co.id/red.html,34,17,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,11,3,11,11,4,6.0,11.0,3.5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,1825,1461,648670,0,1,2,phishing
